interferogram_id,point_id,x_m,y_m,elevation_m,los_displacement_m
ASC-01,57,1783.94,4163.38,361.95,0.000191
ASC-01,58,-1831.55,11276.78,252.32,0.011942
ASC-01,59,-14950.06,13339.66,250.02,0.001288
ASC-01,60,-2435.11,-4966.51,314.91,0.001697
ASC-01,61,-3003.03,-8511.82,259.42,-0.000511
ASC-01,63,-13364.56,-7134.47,250.29,6e-06
ASC-01,66,2994.01,-11406.58,252.13,-0.011872
ASC-01,67,-9383.13,3779.52,254.62,-0.011142
ASC-01,68,8739.13,4852.79,255.71,-0.001982
ASC-01,70,-5380.79,7084.73,259.17,0.003046
ASC-01,71,4992.69,-12862.81,250.7,-0.014052
ASC-01,72,-2242.94,5683.75,293.69,-0.010507
ASC-01,75,-13882.88,1024.1,250.56,-0.003351
ASC-01,76,-4176.96,10261.27,252.76,-0.003816
ASC-01,77,9798.67,-10617.29,250.5,0.002809
ASC-01,78,9904.85,-8999.62,250.91,-0.004185
ASC-01,80,1589.42,-12313.67,251.49,0.00692
ASC-01,81,-4386.21,-5360.34,279.28,0.004722
ASC-01,87,12509.46,-8415.78,250.35,0.005964
ASC-01,88,-3745.71,-6140.44,275.58,-0.000273
ASC-01,92,-1330.66,2289.19,546.52,0.003288
ASC-01,94,10119.03,-12763.51,250.18,0.012245
ASC-01,97,-539.9,-9719.17,256.52,0.003868
ASC-01,99,-1055.32,8899.72,259.12,-0.001409
ASC-01,100,-3753.68,9771.43,253.89,0.005128
ASC-01,101,7567.57,4420.95,261.29,-0.001683
ASC-01,103,-9561.08,10483.56,250.48,-0.000323
ASC-01,104,8632.14,5153.68,255.51,0.001593
ASC-01,105,-3009.22,9732.68,254.56,0.009342
ASC-01,106,2374.19,-774.95,633.62,0.007026
ASC-01,109,731.87,-5085.21,335.19,0.001421
ASC-01,115,-5454.87,-3259.54,289.03,0.006448
ASC-01,116,-5600.83,-4414.79,275.62,0.012048
ASC-01,117,-4271.59,6022.21,271.28,-0.003971
ASC-01,118,-635.82,3226.9,461.85,-0.0074
ASC-01,119,11798.0,-9879.35,250.3,-0.001213
ASC-01,120,-1009.74,4589.48,346.67,-0.001058
ASC-01,121,-9707.67,7600.51,251.35,-0.001491
ASC-01,122,994.22,-1429.55,828.17,-0.00857
ASC-01,123,-7209.62,-13957.69,250.23,-0.003583
ASC-01,127,-1893.01,-6712.17,279.63,0.000899
ASC-01,131,14338.69,-4761.5,250.35,-0.002645
ASC-01,133,7309.92,11767.76,250.64,-0.008044
ASC-01,134,-7069.62,8498.81,252.76,-0.001627
ASC-01,135,-13174.93,-7545.79,250.29,-0.010829
ASC-01,136,-9613.49,-2454.37,255.27,-0.000456
ASC-01,137,7527.16,7334.82,254.19,0.000728
ASC-01,138,12261.14,921.63,251.64,-0.004137
ASC-01,139,8261.78,-12011.92,250.46,-0.001518
ASC-01,142,-11445.62,-14395.85,250.05,0.012405
ASC-01,143,-2410.73,10733.4,252.92,0.01272
ASC-01,145,-14051.46,2516.87,250.46,0.010548
ASC-01,147,12851.61,11639.95,250.09,0.015254
ASC-01,151,11934.48,11198.04,250.16,0.002736
ASC-01,154,-11636.41,1497.8,251.89,-0.00212
ASC-01,156,13022.66,12986.26,250.05,-0.000319
ASC-01,160,790.13,-10171.0,255.09,0.00963
ASC-01,162,5769.49,-2639.51,295.32,-0.000199
ASC-01,163,-2096.16,5312.36,304.54,-0.00929
ASC-01,164,12950.09,4984.78,250.67,-0.006086
ASC-01,165,14913.62,-667.98,250.38,0.004123
ASC-01,166,4097.19,12746.8,250.81,0.001814
ASC-01,167,-11520.12,-11816.09,250.14,-0.004835
ASC-01,168,-5478.2,-2635.63,295.16,0.000664
ASC-01,171,-2363.82,1310.75,533.77,0.006409
ASC-01,172,-4171.99,5787.64,274.42,-0.006338
ASC-01,175,-9146.6,431.98,257.94,0.000167
ASC-01,177,3480.85,-9705.26,254.88,0.001349
ASC-01,178,-745.39,-3054.41,499.27,-0.003785
ASC-01,179,-4198.23,14193.67,250.35,-0.010672
ASC-01,180,13447.92,-5592.98,250.47,-0.008736
ASC-01,182,-10337.38,12580.53,250.15,-0.002349
ASC-01,183,-14975.49,1212.18,250.3,-0.000872
ASC-01,187,-4865.41,401.1,335.21,0.006061
ASC-01,189,7179.37,-76.65,278.19,-0.004733
ASC-01,190,9551.41,-5299.05,253.56,0.009127
ASC-01,191,9425.89,-3128.28,256.17,0.003573
ASC-01,193,984.08,-14882.39,250.37,0.001542
ASC-01,194,7137.69,12896.16,250.39,-0.009956
ASC-01,196,2395.81,6712.63,276.3,0.002605
ASC-01,197,9368.25,5005.51,254.04,-0.003433
ASC-01,198,13356.58,-6816.96,250.37,0.006594
ASC-01,202,-6346.6,4615.84,266.3,0.005593
ASC-01,203,9030.8,2297.35,258.47,0.004396
ASC-01,205,7304.54,3947.51,264.63,-0.005281
ASC-01,207,14792.44,-13171.21,250.03,0.004692
ASC-01,208,-11432.08,861.56,252.2,0.002796
ASC-01,212,1138.84,199.18,1041.08,-0.007487
ASC-01,213,-7655.74,-11936.51,250.53,-0.012367
ASC-01,215,-3387.87,-3678.02,334.85,-0.005259
ASC-01,216,-479.95,2592.96,554.47,-0.00543
ASC-01,217,-10267.86,14161.93,250.08,0.00775
ASC-01,218,-1782.47,3272.88,413.09,0.002139
ASC-01,219,-12347.39,9010.22,250.26,-0.005509
ASC-01,221,1193.59,-5471.3,316.25,-0.00363
ASC-01,222,-3373.84,2431.27,376.5,-0.005671
ASC-01,225,641.5,-4752.6,352.93,0.002371
ASC-01,226,-9585.28,-939.48,256.14,-0.0017
ASC-01,227,-8404.85,-12453.75,250.33,-0.008899
ASC-01,229,14984.49,-7273.72,250.15,-0.009861
ASC-01,230,49.12,-5093.19,336.36,-0.001102
ASC-01,232,-8915.22,-7493.72,252.09,-0.005478
ASC-01,233,606.27,-10596.49,254.04,0.011284
ASC-01,234,-1872.99,14742.88,250.34,-0.004391
ASC-01,236,-8416.52,7558.67,252.38,-0.001223
ASC-01,237,-7781.77,-12435.57,250.4,8e-05
ASC-01,238,7158.4,-7426.89,254.97,-0.005098
ASC-01,239,7322.92,12567.14,250.43,-0.003487
ASC-01,242,565.35,2776.7,531.6,0.011034
ASC-01,243,6794.74,5142.87,262.79,-0.010819
ASC-01,244,1830.79,-2540.96,517.36,-0.002897
ASC-01,245,10814.72,-5083.11,252.01,-0.002208
ASC-01,246,-14348.21,-7340.46,250.17,-0.003965
ASC-01,247,5885.98,6323.27,261.8,-0.007482
ASC-01,248,-11066.16,-5259.26,251.46,-0.000252
ASC-01,249,481.59,6630.87,283.5,-0.004317
ASC-01,250,-3225.09,-14293.06,250.42,-0.004549
ASC-01,253,-12282.12,-11217.62,250.13,-5.7e-05
ASC-01,254,-13528.9,-14903.42,250.02,0.010531
ASC-01,256,-412.89,-9301.03,258.26,0.006315
ASC-01,257,-2668.32,1923.73,455.02,-0.000802
ASC-01,261,11831.71,-14471.51,250.05,-0.005296
ASC-01,262,-3281.01,-6224.36,278.07,0.008852
ASC-01,263,-11121.62,-1377.89,252.56,9.4e-05
ASC-01,265,-5859.53,-5412.18,266.13,-0.001125
ASC-01,268,13894.63,-11799.47,250.06,0.000434
ASC-01,269,-9874.35,12384.18,250.19,0.008594
ASC-01,270,-7116.72,-4268.31,263.26,0.000996
ASC-01,271,-3364.16,3137.63,349.2,0.002891
ASC-01,274,-1961.87,-2218.81,513.58,-0.002808
ASC-01,275,10162.73,7671.57,251.23,-0.001465
ASC-01,276,-11413.51,-5185.77,251.25,0.001684
ASC-01,278,-12258.44,5225.13,250.78,-0.003885
ASC-01,279,297.06,-3312.6,481.94,0.004274
ASC-01,280,-8680.83,10504.72,250.66,-0.000644
ASC-01,284,-3247.31,-13936.63,250.51,-0.009412
ASC-01,285,-10854.46,-2886.84,252.55,-0.003842
ASC-01,287,10976.3,11587.23,250.2,-0.003859
ASC-01,288,1940.61,4081.41,363.0,0.000443
ASC-01,291,-11418.1,13130.23,250.08,-0.014636
ASC-01,292,11445.91,413.76,252.62,0.006435
ASC-01,293,3820.02,-14000.5,250.47,0.003554
ASC-01,295,2732.34,-13561.28,250.68,0.003552
ASC-01,297,-14704.53,86.85,250.36,0.004684
ASC-01,301,-11106.05,7225.15,250.81,-0.00314
ASC-01,304,-14181.97,13977.75,250.02,-0.005514
ASC-01,305,5723.91,-8829.57,254.4,0.000422
ASC-01,307,-3465.21,-7940.07,261.45,0.003382
ASC-01,308,-2391.36,-4064.31,351.37,0.001914
ASC-01,311,12818.2,13478.69,250.05,0.003721
ASC-01,312,-2371.65,2175.06,463.76,0.004775
ASC-01,314,-11878.35,-8502.11,250.4,0.008875
ASC-01,315,11370.01,-9995.63,250.34,-0.000282
ASC-01,322,9768.11,594.17,256.6,0.004565
ASC-01,323,-14865.08,-620.85,250.33,-0.004982
ASC-01,324,13548.62,-7331.26,250.3,-0.005635
ASC-01,325,13888.16,2750.5,250.58,0.006853
ASC-01,330,10938.13,-11823.8,250.2,-0.001709
ASC-01,331,-9654.37,-4.74,256.03,-0.001536
ASC-01,334,8527.47,4675.41,256.64,0.003962
ASC-01,337,6972.77,9904.37,251.69,0.006764
ASC-01,339,-7077.96,-8840.25,252.55,0.005666
ASC-01,340,-7520.68,13154.94,250.29,-0.002392
ASC-01,343,-14000.18,2998.48,250.45,0.004174
ASC-01,344,14536.01,13280.81,250.03,-0.001102
ASC-01,348,-11304.63,5911.37,251.06,-0.019787
ASC-01,349,-1452.69,7322.79,270.83,-0.003047
ASC-01,350,-14773.54,9783.79,250.07,0.007766
ASC-01,351,-6003.36,3837.58,274.33,0.009339
ASC-01,352,4055.07,-1936.39,376.73,0.003244
ASC-01,353,-9594.2,-14987.05,250.07,0.000183
ASC-01,356,-14236.52,-11681.22,250.05,-0.001134
ASC-01,357,-2123.08,5871.19,290.65,-0.002071
ASC-01,360,-11413.68,-1442.64,252.17,-0.008721
ASC-01,363,-3185.21,11532.72,251.7,0.004945
ASC-01,364,-7697.39,11487.62,250.59,0.002614
ASC-01,365,-1040.05,-14976.73,250.35,-0.004714
ASC-01,366,-466.68,3376.32,449.08,-0.006628
ASC-01,369,4019.46,7796.96,260.68,-0.002367
ASC-01,371,-10460.93,1771.88,253.53,0.000586
ASC-01,372,-6000.49,-12597.48,250.6,-0.00422
ASC-01,374,-13077.91,10585.67,250.11,0.004556
ASC-01,378,4262.42,1980.04,358.74,-0.010025
ASC-01,381,-8499.52,9573.06,251.04,0.000417
ASC-01,383,-9268.15,-2582.56,256.24,-0.005431
ASC-01,384,-8322.34,9500.29,251.15,-0.003141
ASC-01,385,-8533.32,-13293.81,250.21,0.000616
ASC-01,388,3581.19,10454.4,252.97,0.000846
ASC-01,389,14147.14,-11523.22,250.06,-0.00476
ASC-01,390,8753.66,1462.09,260.89,-0.004768
ASC-01,391,-12304.71,5200.82,250.76,-0.003712
ASC-01,392,13348.07,-13438.15,250.04,-0.003766
ASC-01,394,-9687.26,8568.36,250.97,-0.004809
ASC-01,395,-7653.88,-14219.95,250.18,-0.005651
ASC-01,398,-920.53,7323.16,271.95,0.007719
ASC-01,399,-11829.11,-14192.24,250.05,0.001348
ASC-01,401,-2197.97,-13510.28,250.72,0.002133
ASC-01,404,12142.62,9089.79,250.32,0.000632
ASC-01,409,-4947.36,-8794.5,255.13,0.001873
ASC-01,410,-10836.88,-10865.94,250.27,-0.013269
ASC-01,411,-1085.14,8219.46,263.23,-0.013839
ASC-01,412,6870.49,2052.75,277.86,-0.001302
ASC-01,414,-12053.37,5687.81,250.78,-0.002605
ASC-01,415,12402.89,-12554.95,250.08,-0.000344
ASC-01,416,-557.31,8784.42,260.01,0.006537
ASC-01,419,12213.29,-14735.74,250.04,0.000625
ASC-01,421,-13884.89,1786.2,250.54,0.008613
ASC-01,423,5421.06,-3261.48,295.78,-0.000612
ASC-01,424,2436.86,-14223.95,250.49,-0.00252
ASC-01,425,-14920.49,13452.09,250.02,0.002891
ASC-01,428,10958.29,-7442.38,250.98,-0.000411
ASC-01,430,-13117.79,-8270.01,250.24,-0.007784
ASC-01,431,7094.96,-13341.67,250.34,0.005696
ASC-01,435,-13797.65,-6284.98,250.29,-0.006317
ASC-01,436,-14063.36,11882.81,250.05,0.000805
ASC-01,437,14248.91,2226.83,250.5,0.002033
ASC-01,438,11124.3,-64.33,253.15,-0.004548
ASC-01,439,9003.02,-715.43,260.11,-0.005735
ASC-01,440,-511.93,2104.14,643.99,-0.003093
ASC-01,442,-9480.14,737.84,256.52,-0.001377
ASC-01,443,-14034.75,-9308.78,250.12,0.000757
ASC-01,446,7491.68,-7902.6,253.61,-0.010678
ASC-01,449,-2138.05,-4122.89,356.0,0.00308
ASC-01,452,8296.06,-13801.32,250.2,-0.002002
ASC-01,457,-9555.05,1959.66,255.67,-0.011135
ASC-01,458,4485.34,2420.93,336.81,-0.010156
ASC-01,463,-46.64,161.48,1427.58,-0.009891
ASC-01,464,-145.58,-911.49,1107.46,-0.015231
ASC-01,465,101.79,-405.61,1416.03,-0.01456
ASC-01,467,253.69,-695.66,1239.67,-0.013621
ASC-01,470,-372.12,-723.9,1133.31,-0.010183
ASC-01,472,191.49,377.6,1334.59,-0.013912
ASC-01,474,260.42,-38.29,1561.14,-0.007814
ASC-01,475,-958.05,-346.16,993.32,-0.011006
ASC-01,478,1260.49,-613.2,956.17,0.009393
ASC-01,479,403.69,-462.88,1334.7,-0.003808
ASC-01,480,-797.71,-430.55,1048.6,-0.010874
ASC-01,484,737.08,-859.55,1064.09,-0.003533
ASC-01,486,-618.55,870.72,959.85,-0.010617
ASC-01,487,-748.05,-450.39,1066.11,-0.013328
ASC-01,490,1395.73,-306.93,942.82,0.007844
ASC-01,491,-1079.42,-244.59,952.84,-0.009483
ASC-01,492,-820.59,347.24,1026.72,-0.01118
ASC-01,495,-331.31,-1083.36,1004.45,-0.007239
ASC-01,496,-508.89,-396.89,1182.66,-0.006837
ASC-01,497,-818.98,-648.2,1000.08,-0.017093
ASC-01,500,-761.09,-431.03,1063.87,-0.012424
ASC-01,505,142.66,-707.4,1237.96,-0.016638
ASC-01,506,-605.78,37.47,1165.35,-0.016216
ASC-01,507,401.52,-602.64,1264.34,-0.003386
ASC-01,509,778.84,-1175.37,944.04,-0.004745
ASC-01,511,658.37,-379.84,1258.62,0.010761
ASC-01,512,-515.5,-387.66,1181.6,-0.008912
ASC-01,513,-431.09,975.38,966.88,-0.010021
ASC-01,514,646.85,-578.64,1196.87,0.003034
ASC-01,515,276.37,-860.6,1152.27,-0.013207
ASC-01,517,-914.76,-573.02,979.5,-0.011573
ASC-01,520,-1017.73,-16.2,981.08,-0.013489
ASC-01,522,79.47,-1294.47,962.22,-0.013
ASC-01,524,-701.97,286.81,1086.23,-0.013176
ASC-01,525,-19.02,-24.35,1518.22,-0.00964
ASC-01,527,-201.06,51.16,1386.86,-0.013123
ASC-01,529,-137.77,802.38,1085.98,-0.012299
ASC-01,530,-554.55,763.0,1010.41,-0.013456
ASC-01,533,925.95,658.11,1022.21,-0.002625
ASC-01,536,499.08,1114.2,951.36,-0.005987
ASC-01,537,706.8,-370.01,1237.77,0.009796
ASC-01,538,-813.03,-813.01,964.7,-0.017
ASC-01,539,-36.87,-672.08,1241.58,-0.009917
ASC-01,542,-284.98,552.25,1164.04,-0.013837
ASC-01,543,-711.2,133.34,1105.19,-0.018304
ASC-01,545,-208.22,-553.17,1256.79,-0.011865
ASC-01,550,76.78,489.47,1267.65,-0.013321
ASC-01,557,512.59,528.16,1194.7,-0.006252
ASC-01,560,1045.07,481.58,1028.37,-0.006501
ASC-01,561,-1132.0,-193.27,934.87,-0.008704
ASC-01,562,1013.36,-0.55,1114.85,-0.000934
ASC-01,563,886.53,49.49,1174.05,0.005559
ASC-01,565,675.04,-473.24,1222.43,0.009182
ASC-01,567,749.59,890.34,992.88,-0.007806
ASC-01,569,-146.19,-783.23,1166.27,-0.016924
ASC-01,571,856.56,-561.28,1120.68,0.012856
ASC-01,575,-983.67,426.46,952.34,-0.009538
ASC-01,576,269.01,365.44,1333.64,-0.014589
ASC-01,577,508.33,551.1,1185.46,-0.009583
ASC-01,579,-453.85,-261.22,1236.31,-0.006009
ASC-01,582,11.97,14.51,1525.75,-0.007365
ASC-01,583,1137.59,153.46,1046.67,-0.009559
ASC-01,584,-30.0,-855.99,1149.35,-0.014462
ASC-01,585,-264.18,-720.55,1166.4,-0.01573
ASC-01,587,1085.12,-750.96,988.65,0.00732
ASC-01,589,351.15,27.86,1483.27,-0.005404
ASC-01,591,248.27,-384.24,1422.16,-0.010784
ASC-01,592,-813.75,359.03,1027.34,-0.010534
ASC-01,593,961.19,-525.31,1087.25,0.005135
ASC-01,594,502.94,67.21,1382.04,0.005419
ASC-01,596,488.74,17.07,1401.09,0.002573
ASC-01,597,260.17,-1030.84,1072.58,-0.009694
ASC-01,599,-76.69,-517.39,1314.79,-0.006609
ASC-01,600,1349.75,78.37,964.74,-0.003188
ASC-01,601,539.63,1014.75,984.11,-0.000456
ASC-01,602,-339.94,-1281.89,930.73,-0.011249
ASC-01,603,21.1,840.94,1085.14,-0.007811
ASC-01,605,3.12,-1.54,1526.29,-0.010143
ASC-01,606,-141.11,-1282.0,954.26,-0.011621
ASC-01,607,-989.63,119.39,986.19,-0.01436
ASC-01,608,1119.09,288.5,1037.0,-0.005321
ASC-01,612,-905.28,192.37,1014.14,-0.013962
ASC-01,615,-805.94,31.66,1070.19,-0.019136
ASC-01,616,1113.51,449.27,1010.14,-0.006346
ASC-01,617,-40.42,-546.07,1308.41,-0.007297
ASC-01,619,-623.86,122.23,1147.73,-0.011778
ASC-01,621,840.42,1016.07,931.68,-0.005764
ASC-01,626,-796.13,-965.98,931.38,-0.010329
ASC-01,630,208.83,688.58,1162.32,-0.009518
ASC-01,632,288.67,-1110.03,1035.9,-0.012837
ASC-01,634,-321.02,685.23,1099.81,-0.013598
ASC-01,635,605.38,-851.15,1101.24,-0.00313
ASC-01,637,-202.23,-5.91,1396.26,-0.010805
ASC-01,638,-771.35,-574.85,1033.06,-0.01489
ASC-01,639,1134.14,-848.22,949.68,0.008854
ASC-01,640,-236.57,186.38,1328.6,-0.009691
ASC-01,643,1378.49,110.54,951.75,-0.00272
ASC-01,644,-227.19,131.58,1350.98,-0.011217
ASC-01,646,-507.1,842.92,996.07,-0.013594
ASC-01,647,983.63,714.35,988.42,-0.00827
ASC-01,649,1085.35,-963.67,934.96,0.005295
ASC-01,650,20.08,351.44,1339.97,-0.008289
ASC-01,651,-0.49,-1162.92,1012.67,-0.011653
ASC-01,652,1101.41,-891.53,948.9,0.01225
ASC-01,657,-919.67,-700.4,954.33,-0.009081
ASC-01,658,-683.48,499.06,1046.64,-0.01043
ASC-01,662,279.71,-1368.87,931.69,-0.011753
ASC-01,663,-565.8,707.84,1025.0,-0.012337
ASC-01,664,-999.03,-610.35,943.09,-0.014068
ASC-01,667,-280.56,-758.19,1146.0,-0.011757
ASC-01,668,691.11,729.99,1064.89,-0.010677
ASC-01,669,-516.36,-17.47,1215.26,-0.014082
ASC-01,670,706.33,163.14,1249.17,0.001764
ASC-01,672,777.2,601.65,1086.83,-0.004969
ASC-01,674,766.89,836.1,1007.97,-0.003785
ASC-01,675,739.2,459.0,1148.38,-0.002098
ASC-01,676,25.51,-726.5,1221.13,-0.01247
ASC-01,677,-797.84,395.6,1026.72,-0.009217
ASC-02,0,10943.93,2007.4,253.12,-0.002422
ASC-02,3,-7156.61,-1976.66,271.13,-0.02704
ASC-02,4,-12684.02,2313.65,250.99,-0.02695
ASC-02,7,-14921.08,10406.94,250.05,-0.029051
ASC-02,8,12312.22,-4746.38,251.01,0.001909
ASC-02,9,14544.1,-11992.34,250.04,-0.00268
ASC-02,10,-6411.1,3784.8,270.36,-0.028343
ASC-02,11,9409.83,10697.29,250.52,-0.000353
ASC-02,12,-12527.76,-11620.94,250.1,-0.027716
ASC-02,13,-1851.6,-14135.37,250.53,-0.032065
ASC-02,14,9531.11,-5419.3,253.48,-0.001666
ASC-02,15,-2738.0,-6847.46,273.49,-0.00076
ASC-02,17,-11488.8,-6662.16,250.83,-0.032231
ASC-02,18,9420.2,-2267.8,257.05,-0.026834
ASC-02,19,-63.98,-8337.73,264.23,-0.027527
ASC-02,21,8300.58,-2746.5,261.94,-0.028896
ASC-02,23,1150.3,-11683.75,252.17,-0.024366
ASC-02,26,-14096.18,1679.53,250.48,-0.025398
ASC-02,27,2969.33,-5649.8,293.64,-0.027336
ASC-02,28,14018.86,14929.3,250.02,0.000172
ASC-02,30,-8306.96,9956.15,250.95,-0.026941
ASC-02,31,1506.85,1762.7,642.65,-0.00369
ASC-02,32,6669.82,3541.11,272.22,-0.02908
ASC-02,33,1582.57,5734.73,300.26,0.001197
ASC-02,37,-5378.95,-5544.5,268.64,0.001812
ASC-02,38,-12781.14,-14163.69,250.03,-0.026868
ASC-02,39,13754.05,-1156.46,250.71,0.000648
ASC-02,41,-1326.51,-2312.8,566.43,-0.002947
ASC-02,42,6979.54,1892.82,276.97,-0.026222
ASC-02,43,-663.3,12039.64,251.64,-0.030279
ASC-02,44,-11258.36,-10466.19,250.27,-0.026138
ASC-02,45,3137.4,-9470.63,255.87,-0.03169
ASC-02,48,1547.02,-11129.15,252.88,-0.02816
ASC-02,49,12854.75,2199.83,251.08,-0.025735
ASC-02,50,13371.38,-5010.67,250.55,0.001905
ASC-02,52,-3850.69,6817.46,266.68,-0.029269
ASC-02,54,894.36,12257.57,251.46,-0.025977
ASC-02,55,4629.31,-4351.04,294.96,-0.001509
ASC-02,56,-10182.2,1320.54,254.27,-0.030951
ASC-02,57,1783.94,4163.38,361.95,-0.00017
ASC-02,58,-1831.55,11276.78,252.32,-0.027863
ASC-02,61,-3003.03,-8511.82,259.42,0.001063
ASC-02,62,13901.68,-6713.5,250.29,-0.029691
ASC-02,65,12249.58,3661.0,251.23,0.000295
ASC-02,66,2994.01,-11406.58,252.13,-0.030102
ASC-02,68,8739.13,4852.79,255.71,0.000129
ASC-02,70,-5380.79,7084.73,259.17,-0.027042
ASC-02,71,4992.69,-12862.81,250.7,-0.023857
ASC-02,72,-2242.94,5683.75,293.69,-0.02723
ASC-02,73,-1172.24,-13283.67,250.88,-0.026227
ASC-02,77,9798.67,-10617.29,250.5,-0.027925
ASC-02,79,-12568.14,10057.46,250.17,-0.027255
ASC-02,82,-3031.23,8441.65,258.94,-0.029632
ASC-02,86,224.43,3858.54,406.92,-0.002478
ASC-02,87,12509.46,-8415.78,250.35,0.001189
ASC-02,90,6886.99,-4374.65,266.54,-0.001637
ASC-02,91,7120.29,9385.43,252.04,0.000427
ASC-02,92,-1330.66,2289.19,546.52,-0.003247
ASC-02,96,7895.02,3956.17,260.94,0.001218
ASC-02,97,-539.9,-9719.17,256.52,-0.002533
ASC-02,98,1029.43,3554.45,425.36,-0.001543
ASC-02,99,-1055.32,8899.72,259.12,-0.028088
ASC-02,100,-3753.68,9771.43,253.89,-0.030204
ASC-02,104,8632.14,5153.68,255.51,-0.028115
ASC-02,105,-3009.22,9732.68,254.56,-0.030267
ASC-02,107,14470.19,11051.4,250.06,0.001812
ASC-02,109,731.87,-5085.21,335.19,-0.028426
ASC-02,112,13812.38,-8821.42,250.17,0.001566
ASC-02,116,-5600.83,-4414.79,275.62,-0.030848
ASC-02,118,-635.82,3226.9,461.85,-0.003982
ASC-02,119,11798.0,-9879.35,250.3,-0.027359
ASC-02,123,-7209.62,-13957.69,250.23,-0.032152
ASC-02,124,4077.08,8813.77,256.32,0.001489
ASC-02,125,-4839.77,6657.43,263.28,-0.027907
ASC-02,126,13545.88,-13087.57,250.04,0.002485
ASC-02,127,-1893.01,-6712.17,279.63,-0.030467
ASC-02,128,2480.25,7811.37,264.48,-0.002299
ASC-02,129,2538.72,4021.43,350.22,-0.001226
ASC-02,130,-2585.13,-10677.63,253.2,-0.002571
ASC-02,131,14338.69,-4761.5,250.35,-0.02629
ASC-02,132,-13709.88,-13672.99,250.03,-0.02899
ASC-02,133,7309.92,11767.76,250.64,-5e-05
ASC-02,135,-13174.93,-7545.79,250.29,-0.001043
ASC-02,136,-9613.49,-2454.37,255.27,-0.028603
ASC-02,137,7527.16,7334.82,254.19,-0.028935
ASC-02,138,12261.14,921.63,251.64,-0.028006
ASC-02,139,8261.78,-12011.92,250.46,-0.02651
ASC-02,141,-103.7,6454.04,287.02,-0.000978
ASC-02,145,-14051.46,2516.87,250.46,-0.029005
ASC-02,149,-6784.4,-7450.06,255.06,-0.000542
ASC-02,151,11934.48,11198.04,250.16,-0.003108
ASC-02,154,-11636.41,1497.8,251.89,-0.031264
ASC-02,156,13022.66,12986.26,250.05,-0.002094
ASC-02,158,4134.58,-4762.4,295.99,-0.000648
ASC-02,162,5769.49,-2639.51,295.32,-0.02768
ASC-02,163,-2096.16,5312.36,304.54,-0.029141
ASC-02,165,14913.62,-667.98,250.38,-0.001169
ASC-02,167,-11520.12,-11816.09,250.14,-0.029696
ASC-02,169,3892.73,9274.55,255.19,0.000382
ASC-02,170,11136.33,5399.96,251.53,0.001979
ASC-02,171,-2363.82,1310.75,533.77,-0.002809
ASC-02,174,10653.43,6300.25,251.52,-0.023599
ASC-02,176,2860.42,10452.43,253.33,-0.024773
ASC-02,178,-745.39,-3054.41,499.27,-0.002225
ASC-02,179,-4198.23,14193.67,250.35,-0.03056
ASC-02,180,13447.92,-5592.98,250.47,-0.030936
ASC-02,181,9492.16,5518.87,253.3,-0.027583
ASC-02,183,-14975.49,1212.18,250.3,-0.030658
ASC-02,184,-7256.47,395.79,272.67,-0.032123
ASC-02,185,-2314.99,550.67,590.59,-0.004963
